movieId,title,genres,overview
6947,Master and Commander: The Far Side of the World (2003),"Adventure, Drama, War","adventure, drama, war, 2003"
6953,21 Grams (2003),"Crime, Drama, Mystery, Romance, Thriller","crime, drama, mystery, romance, thriller, DEPRESSING, 2003"
6957,Bad Santa (2003),"Comedy, Crime","comedy, crime, 2003"
7022,Battle Royale (Batoru rowaiaru) (2000),"Action, Drama, Horror, Thriller","action, drama, horror, thriller, based on a book, bloody, brutal, controversial, dystopia, goretastic, satire, social commentary, survival, violence, 2000"
7090,Hero (Ying xiong) (2002),"Action, Adventure, Drama","action, adventure, drama, martial arts, 2002"
7143,"Last Samurai, The (2003)","Action, Adventure, Drama, War","action, adventure, drama, war, 2003"
7147,Big Fish (2003),"Drama, Fantasy, Romance","drama, fantasy, romance, dreamlike, sentimental, surreal, Tim Burton, 2003"
7153,"Lord of the Rings: The Return of the King, The (2003)","Action, Adventure, Drama, Fantasy","action, adventure, drama, fantasy, Adventure, ensemble cast, fantasy, fantasy world, great soundtrack, lord of the rings, scenic, stylized, Tolkien, Tolkein, 2003"
7254,The Butterfly Effect (2004),"Drama, Sci-Fi, Thriller","drama, sci-fi, thriller, alternate reality, sci-fi, science fiction, time travel, 2004"
7293,50 First Dates (2004),"Comedy, Romance","comedy, romance, 2004"
7361,Eternal Sunshine of the Spotless Mind (2004),"Drama, Romance, Sci-Fi","drama, romance, sci-fi, alternate reality, memory, thought-provoking, jim carrey, memory, cult film, imagination, Jim Carrey, love, surreal, arthouse, artistic, atmospheric, beautiful, bittersweet, colourful, comedy, dreamlike, emotional, feel-good, happpiness, humane, insightful, intelligent, lovely, melancholy, mind-bending, philosophy, quirky, quirky romantic, romantic, surreal, surrealism, thought-provoking, 2004"
7373,Hellboy (2004),"Action, Adventure, Fantasy, Horror","action, adventure, fantasy, horror, 2004"
7438,Kill Bill: Vol. 2 (2004),"Action, Drama, Thriller","action, drama, thriller, revenge, 2004"
7445,Man on Fire (2004),"Action, Crime, Drama, Mystery, Thriller","action, crime, drama, mystery, thriller, 2004"
7451,Mean Girls (2004),Comedy,"comedy, clever, High School, lesbian subtext, High School, 2004"
7458,Troy (2004),"Action, Adventure, Drama, War","action, adventure, drama, war, 2004"
8360,Shrek 2 (2004),"Adventure, Animation, Children, Comedy, Musical, Romance","adventure, animation, children, comedy, musical, romance, ogres, 2004"
8361,"Day After Tomorrow, The (2004)","Action, Adventure, Drama, Sci-Fi, Thriller","action, adventure, drama, sci-fi, thriller, 2004"
8368,Harry Potter and the Prisoner of Azkaban (2004),"Adventure, Fantasy, IMAX","adventure, fantasy, imax, Magic, Wizards, 2004"
8376,Napoleon Dynamite (2004),Comedy,"comedy, high school, 2004"
8464,Super Size Me (2004),"Comedy, Documentary, Drama","comedy, documentary, drama, food, McDonalds, 2004"
8528,Dodgeball: A True Underdog Story (2004),Comedy,"comedy, 2004"
8529,"Terminal, The (2004)","Comedy, Drama, Romance","comedy, drama, romance, 2004"
8533,"Notebook, The (2004)","Drama, Romance","drama, romance, memory loss, romance, sad, 2004"
8622,Fahrenheit 9/11 (2004),Documentary,"documentary, politics, terrorism, 2004"
8636,Spider-Man 2 (2004),"Action, Adventure, Sci-Fi, IMAX","action, adventure, sci-fi, imax, Doc Ock, 2004"
8641,Anchorman: The Legend of Ron Burgundy (2004),Comedy,"comedy, hilarious, Steve Carell, Will Ferrell, stupid, awesome, comedy, Will Ferrell, 2004"
8644,"I, Robot (2004)","Action, Adventure, Sci-Fi, Thriller","action, adventure, sci-fi, thriller, 2004"
8665,"Bourne Supremacy, The (2004)","Action, Crime, Thriller","action, crime, thriller, 2004"
8783,"Village, The (2004)","Drama, Mystery, Thriller","drama, mystery, thriller, Atmospheric, good soundtrack, M. Night Shyamalan, 2004"
8784,Garden State (2004),"Comedy, Drama, Romance","comedy, drama, romance, psychology, 2004"
8798,Collateral (2004),"Action, Crime, Drama, Thriller","action, crime, drama, thriller, 2004"
8807,Harold and Kumar Go to White Castle (2004),"Adventure, Comedy","adventure, comedy, 2004"
8873,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)","Adventure, Drama","adventure, drama, 2004"
8874,Shaun of the Dead (2004),"Comedy, Horror","comedy, horror, zombies, 2004"
8917,Team America: World Police (2004),"Action, Adventure, Animation, Comedy","action, adventure, animation, comedy, 2004"
8949,Sideways (2004),"Comedy, Drama, Romance","comedy, drama, romance, wine, 2004"
8950,The Machinist (2004),"Drama, Mystery, Thriller","drama, mystery, thriller, Christian Bale, creepy, powerful ending, psychology, schizophrenia, twist ending, psychology, 2004"
8957,Saw (2004),"Horror, Mystery, Thriller","horror, mystery, thriller, brutal, clever, Disturbing, great ending, mindfuck, surprise ending, suspense, 2004"
8961,"Incredibles, The (2004)","Action, Adventure, Animation, Children, Comedy","action, adventure, animation, children, comedy, Disney, superhero, animation, Samuel L. Jackson, 2004"
8970,Finding Neverland (2004),Drama,"drama, Peter Pan, 2004"
8972,National Treasure (2004),"Action, Adventure, Drama, Mystery, Thriller","action, adventure, drama, mystery, thriller, 2004"
8983,House of Flying Daggers (Shi mian mai fu) (2004),"Action, Drama, Romance","action, drama, romance, martial arts, 2004"
8984,Ocean's Twelve (2004),"Action, Comedy, Crime, Thriller","action, comedy, crime, thriller, 2004"
27706,Lemony Snicket's A Series of Unfortunate Events (2004),"Adventure, Children, Comedy, Fantasy","adventure, children, comedy, fantasy, dark comedy, Jim Carrey, meryl streep, quirky, stylized, 2004"
27773,Old Boy (2003),"Mystery, Thriller","mystery, thriller, bizarre, claustrophobic, depressing, disturbing, hallucinatory, paranoid, surreal, twisted, 2003"
30707,Million Dollar Baby (2004),Drama,"drama, boxing, 2004"
30749,Hotel Rwanda (2004),"Drama, War","drama, war, genocide, 2004"
30793,Charlie and the Chocolate Factory (2005),"Adventure, Children, Comedy, Fantasy, IMAX","adventure, children, comedy, fantasy, imax, roald dahl, 2005"
30810,"Life Aquatic with Steve Zissou, The (2004)","Adventure, Comedy, Fantasy","adventure, comedy, fantasy, heartwarming, off-beat comedy, quirky, trippy, visually appealing, whimsical, 2004"
30812,"Aviator, The (2004)",Drama,"drama, biopic, Howard Hughes, movie business, 2004"
30825,Meet the Fockers (2004),Comedy,"comedy, Ben Stiller, Robert De Niro, 2004"
31658,Howl's Moving Castle (Hauru no ugoku shiro) (2004),"Adventure, Animation, Fantasy, Romance","adventure, animation, fantasy, romance, anime, fantasy world, Hayao Miyazaki, Studio Ghibli, 06 Oscar Nominated Best Movie - Animation, In Netflix queue, 2004"
31685,Hitch (2005),"Comedy, Romance","comedy, romance, 2005"
31696,Constantine (2005),"Action, Fantasy, Horror, Thriller","action, fantasy, horror, thriller, 2005"
32587,Sin City (2005),"Action, Crime, Film-Noir, Mystery, Thriller","action, crime, film-noir, mystery, thriller, cult, 2005"
33004,"Hitchhiker's Guide to the Galaxy, The (2005)","Adventure, Comedy, Sci-Fi","adventure, comedy, sci-fi, 2005"
33166,Crash (2004),"Crime, Drama","crime, drama, racism, 2004"
33493,Star Wars: Episode III - Revenge of the Sith (2005),"Action, Adventure, Sci-Fi","action, adventure, sci-fi, space, space opera, 2005"
33615,Madagascar (2005),"Adventure, Animation, Children, Comedy","adventure, animation, children, comedy, 2005"
33679,Mr. & Mrs. Smith (2005),"Action, Adventure, Comedy, Romance","action, adventure, comedy, romance, 2005"
33794,Batman Begins (2005),"Action, Crime, IMAX","action, crime, imax, 2005"
34048,War of the Worlds (2005),"Action, Adventure, Sci-Fi, Thriller","action, adventure, sci-fi, thriller, 2005"
34150,Fantastic Four (2005),"Action, Adventure, Sci-Fi","action, adventure, sci-fi, Chris Evans, comic book, heroine in tight suit, Jessica Alba, sexy female scientist, superhero, 2005"
34162,Wedding Crashers (2005),"Comedy, Romance","comedy, romance, stiller, 2005"
34319,"Island, The (2005)","Action, Sci-Fi, Thriller","action, sci-fi, thriller, 2005"
34405,Serenity (2005),"Action, Adventure, Sci-Fi","action, adventure, sci-fi, predictable, Firefly, 2005"
35836,"40-Year-Old Virgin, The (2005)","Comedy, Romance","comedy, romance, BEST PICTURE, classic, hilarious, steve carell, 2005"
36529,Lord of War (2005),"Action, Crime, Drama, Thriller, War","action, crime, drama, thriller, war, wapendrama, 2005"
37729,Corpse Bride (2005),"Animation, Comedy, Fantasy, Musical, Romance","animation, comedy, fantasy, musical, romance, gothic, helena bonham carter, Johnny Depp, Tim Burton, visually appealing, animation, 06 Oscar Nominated Best Movie - Animation, 2005"
37733,"History of Violence, A (2005)","Action, Crime, Drama, Thriller","action, crime, drama, thriller, In Netflix queue, 2005"
38038,Wallace & Gromit in The Curse of the Were-Rabbit (2005),"Adventure, Animation, Children, Comedy","adventure, animation, children, comedy, 06 Oscar Nominated Best Movie - Animation, Aardman, 2005"
38061,Kiss Kiss Bang Bang (2005),"Comedy, Crime, Mystery, Thriller","comedy, crime, mystery, thriller, black comedy, clever, fast-paced dialogue, good dialogue, Robert Downey Jr., witty, In Netflix queue, 2005"
39183,Brokeback Mountain (2005),"Drama, Romance","drama, romance, 2005"
40629,Pride & Prejudice (2005),"Drama, Romance","drama, romance, In Netflix queue, 2005"
40815,Harry Potter and the Goblet of Fire (2005),"Adventure, Fantasy, Thriller, IMAX","adventure, fantasy, thriller, imax, Magic, Wizards, 2005"
40819,Walk the Line (2005),"Drama, Musical, Romance","drama, musical, romance, Johnny Cash, 2005"
41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)","Adventure, Children, Fantasy","adventure, children, fantasy, C.S. Lewis, 2005"
41569,King Kong (2005),"Action, Adventure, Drama, Fantasy, Thriller","action, adventure, drama, fantasy, thriller, big budget, 2005"
44191,V for Vendetta (2006),"Action, Sci-Fi, Thriller, IMAX","action, sci-fi, thriller, imax, 2006"
44195,Thank You for Smoking (2006),"Comedy, Drama","comedy, drama, 2006"
44199,Inside Man (2006),"Crime, Drama, Thriller","crime, drama, thriller, 2006"
44555,"Lives of Others, The (Das leben der Anderen) (2006)","Drama, Romance, Thriller","drama, romance, thriller, 2006"
44665,Lucky Number Slevin (2006),"Crime, Drama, Mystery","crime, drama, mystery, twist ending, 2006"
45186,Mission: Impossible III (2006),"Action, Adventure, Thriller","action, adventure, thriller, 2006"
45447,"Da Vinci Code, The (2006)","Drama, Mystery, Thriller","drama, mystery, thriller, adventure, Audrey Tautou, conspiracy theory, Mystery, Paris, Tom Hanks, treasure hunt, 2006"
45499,X-Men: The Last Stand (2006),"Action, Sci-Fi, Thriller","action, sci-fi, thriller, Halle Berry, Hugh Jackman, 2006"
45517,Cars (2006),"Animation, Children, Comedy","animation, children, comedy, 2006"
45720,"Devil Wears Prada, The (2006)","Comedy, Drama","comedy, drama, 2006"
45722,Pirates of the Caribbean: Dead Man's Chest (2006),"Action, Adventure, Fantasy","action, adventure, fantasy, 2006"
46530,Superman Returns (2006),"Action, Adventure, Sci-Fi, IMAX","action, adventure, sci-fi, imax, 2006"
46578,Little Miss Sunshine (2006),"Adventure, Comedy, Drama","adventure, comedy, drama, 2006"
46723,Babel (2006),"Drama, Thriller","drama, thriller, Brad Pitt, cate blanchett, multiple storylines, social commentary, 2006"
46970,Talladega Nights: The Ballad of Ricky Bobby (2006),"Action, Comedy","action, comedy, 2006"
46976,Stranger than Fiction (2006),"Comedy, Drama, Fantasy, Romance","comedy, drama, fantasy, romance, emma thompson, Maggie Gyllenhaal, modern fantasy, romance, surreal, Will Ferrell, 2006"
47099,"Pursuit of Happyness, The (2006)",Drama,"drama, 2006"
47610,"Illusionist, The (2006)","Drama, Fantasy, Mystery, Romance","drama, fantasy, mystery, romance, costume drama, Edward Norton, magic, Paul Giamatti, 2006"
48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),Comedy,"comedy, 2006"
48394,"Pan's Labyrinth (Laberinto del fauno, El) (2006)","Drama, Fantasy, Thriller","drama, fantasy, thriller, atmospheric, bittersweet, visually appealing, 2006"
48516,"Departed, The (2006)","Crime, Drama, Thriller","crime, drama, thriller, way too long, Leonardo DiCaprio, suspense, twist ending, undercover cop, atmospheric, Jack Nicholson, Leonardo DiCaprio, Martin Scorsese, suspense, 2006"
48774,Children of Men (2006),"Action, Adventure, Drama, Sci-Fi, Thriller","action, adventure, drama, sci-fi, thriller, 2006"
48780,"Prestige, The (2006)","Drama, Mystery, Sci-Fi, Thriller","drama, mystery, sci-fi, thriller, ummarti2006, atmospheric, enigmatic, 2006"
49272,Casino Royale (2006),"Action, Adventure, Thriller","action, adventure, thriller, 2006"
49530,Blood Diamond (2006),"Action, Adventure, Crime, Drama, Thriller, War","action, adventure, crime, drama, thriller, war, Africa, corruption, Jennifer Connelly, justice, Leonardo DiCaprio, 2006"
50872,Ratatouille (2007),"Animation, Children, Drama","animation, children, drama, a clever chef rat, inspirational, clever, inspirational, 2007"
51255,Hot Fuzz (2007),"Action, Comedy, Crime, Mystery","action, comedy, crime, mystery, british comedy, 2007"
51540,Zodiac (2007),"Crime, Drama, Thriller","crime, drama, thriller, 2007"
51662,300 (2007),"Action, Fantasy, War, IMAX","action, fantasy, war, imax, 2007"
51935,Shooter (2007),"Action, Drama, Thriller","action, drama, thriller, 2007"
52281,Grindhouse (2007),"Action, Crime, Horror, Sci-Fi, Thriller","action, crime, horror, sci-fi, thriller, 2007"
52722,Spider-Man 3 (2007),"Action, Adventure, Sci-Fi, Thriller, IMAX","action, adventure, sci-fi, thriller, imax, 2007"
52973,Knocked Up (2007),"Comedy, Drama, Romance","comedy, drama, romance, 2007"
53125,Pirates of the Caribbean: At World's End (2007),"Action, Adventure, Comedy, Fantasy","action, adventure, comedy, fantasy, 2007"
53322,Ocean's Thirteen (2007),"Crime, Thriller","crime, thriller, 2007"
53519,Death Proof (2007),"Action, Adventure, Crime, Horror, Thriller","action, adventure, crime, horror, thriller, 2007"
53953,1408 (2007),"Drama, Horror, Thriller","drama, horror, thriller, 2007"
53972,Live Free or Die Hard (2007),"Action, Adventure, Crime, Thriller","action, adventure, crime, thriller, 2007"
53996,Transformers (2007),"Action, Sci-Fi, Thriller, IMAX","action, sci-fi, thriller, imax, 2007"
54001,Harry Potter and the Order of the Phoenix (2007),"Adventure, Drama, Fantasy, IMAX","adventure, drama, fantasy, imax, 2007"
54259,Stardust (2007),"Adventure, Comedy, Fantasy, Romance","adventure, comedy, fantasy, romance, 2007"
54272,"Simpsons Movie, The (2007)","Animation, Comedy","animation, comedy, 2007"
54286,"Bourne Ultimatum, The (2007)","Action, Crime, Thriller","action, crime, thriller, assassin, assassin-in-training (scene), espionage, Robert Ludlum, 2007"
54503,Superbad (2007),Comedy,"comedy, friendship, high school, Michael Cera, nerds, self discovery, shenanigans, virginity, 2007"
54997,3:10 to Yuma (2007),"Action, Crime, Drama, Western","action, crime, drama, western, Christian Bale, 2007"
55247,Into the Wild (2007),"Action, Adventure, Drama","action, adventure, drama, 2007"
55765,American Gangster (2007),"Crime, Drama, Thriller","crime, drama, thriller, corruption, Denzel Washington, mafia, organized crime, 2007"
55820,No Country for Old Men (2007),"Crime, Drama","crime, drama, 2007"
56174,I Am Legend (2007),"Action, Horror, Sci-Fi, Thriller, IMAX","action, horror, sci-fi, thriller, imax, alone in the world, apocalypse, based on a book, last man on earth, plot holes, Post apocalyptic, post-apocalyptic, religion, vampire, 2007"
56367,Juno (2007),"Comedy, Drama, Romance","comedy, drama, romance, Michael Cera, notable soundtrack, pregnancy, teenage pregnancy, witty, 2007"
56757,Sweeney Todd: The Demon Barber of Fleet Street (2007),"Drama, Horror, Musical, Thriller","drama, horror, musical, thriller, 2007"
56782,There Will Be Blood (2007),"Drama, Western","drama, western, atmospheric, cerebral, character study, gritty, intense, long shots, morality, visually appealing, 2007"
57368,Cloverfield (2008),"Action, Mystery, Sci-Fi, Thriller","action, mystery, sci-fi, thriller, 2008"
57669,In Bruges (2008),"Comedy, Crime, Drama, Thriller","comedy, crime, drama, thriller, black comedy, Colin Farrell, dark comedy, drugs, friendship, irreverent, Ralph Fiennes, stylized, 2008"
58559,"Dark Knight, The (2008)","Action, Crime, Drama, IMAX","action, crime, drama, imax, psychology, superhero, dark, gritty, 2008"
58998,Forgetting Sarah Marshall (2008),"Comedy, Romance","comedy, romance, 2008"
59315,Iron Man (2008),"Action, Adventure, Sci-Fi","action, adventure, sci-fi, 2008"
59369,Taken (2008),"Action, Crime, Drama, Thriller","action, crime, drama, thriller, 2008"
59615,Indiana Jones and the Kingdom of the Crystal Skull (2008),"Action, Adventure, Comedy, Sci-Fi","action, adventure, comedy, sci-fi, 2008"
59784,Kung Fu Panda (2008),"Action, Animation, Children, Comedy, IMAX","action, animation, children, comedy, imax, 2008"
60040,"Incredible Hulk, The (2008)","Action, Sci-Fi","action, sci-fi, 2008"
60069,WALL·E (2008),"Adventure, Animation, Children, Romance, Sci-Fi","adventure, animation, children, romance, sci-fi, last man on earth, love story, Post apocalyptic, social commentary, 2008"
60074,Hancock (2008),"Action, Adventure, Comedy, Crime, Fantasy","action, adventure, comedy, crime, fantasy, bad script, Charlize Theron, Will Smith, 2008"
60684,Watchmen (2009),"Action, Drama, Mystery, Sci-Fi, Thriller, IMAX","action, drama, mystery, sci-fi, thriller, imax, 2009"
60756,Step Brothers (2008),Comedy,"comedy, funny, Highly quotable, will ferrell, comedy, funny, will ferrell, funny, will ferrell, 2008"
61024,Pineapple Express (2008),"Action, Comedy, Crime","action, comedy, crime, comedy, James Franco, Seth Rogen, Stoner Movie, 2008"
61132,Tropic Thunder (2008),"Action, Adventure, Comedy, War","action, adventure, comedy, war, 2008"
61323,Burn After Reading (2008),"Comedy, Crime, Drama","comedy, crime, drama, dark comedy, Brad Pitt, Coen Bros, Coen Brothers, dark comedy, espionage, George Clooney, John Malkovich, satire, twists & turns, weird, 2008"
63082,Slumdog Millionaire (2008),"Crime, Drama, Romance","crime, drama, romance, 2008"
63113,Quantum of Solace (2008),"Action, Adventure, Thriller","action, adventure, thriller, 2008"
64614,Gran Torino (2008),"Crime, Drama","crime, drama, 2008"
64839,"Wrestler, The (2008)",Drama,"drama, 2008"
64957,"Curious Case of Benjamin Button, The (2008)","Drama, Fantasy, Mystery, Romance","drama, fantasy, mystery, romance, 2008"
64969,Yes Man (2008),Comedy,"comedy, 2008"
66097,Coraline (2009),"Animation, Fantasy, Thriller","animation, fantasy, thriller, claymation, creepy, dark, dark fairy tale, Surreal, Tim Burton, 2009"
67255,"Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)","Crime, Drama, Mystery, Thriller","crime, drama, mystery, thriller, 2009"
68157,Inglourious Basterds (2009),"Action, Drama, War","action, drama, war, black comedy, Brad Pitt, Christoph Waltz, Quentin Tarantino, satire, 2009"
68237,Moon (2009),"Drama, Mystery, Sci-Fi, Thriller","drama, mystery, sci-fi, thriller, 2001-like, Sci-fi, solitude, 2009"
68319,X-Men Origins: Wolverine (2009),"Action, Sci-Fi, Thriller","action, sci-fi, thriller, comic book, bad plot, comic book, hugh jackman, Ryan Reynolds, too many characters, 2009"
68358,Star Trek (2009),"Action, Adventure, Sci-Fi, IMAX","action, adventure, sci-fi, imax, future, lack of development, lack of story, quick cuts, sci-fi, Simon Pegg, space, space travel, time travel, 2009"
68954,Up (2009),"Adventure, Animation, Children, Drama","adventure, animation, children, drama, adventure, Bechdel Test:Fail, cartoon, children, computer animation, divorce, dogs, dreams, Pixar, bittersweet, emotional, heartbreaking, touching, 2009"
69122,"Hangover, The (2009)","Comedy, Crime","comedy, crime, casino, comedy, funny, hotel, Las Vegas, 2009"
69481,"Hurt Locker, The (2008)","Action, Drama, Thriller, War","action, drama, thriller, war, war, 2008"
69757,(500) Days of Summer (2009),"Comedy, Drama, Romance","comedy, drama, romance, artistic, Funny, humorous, inspiring, intelligent, quirky, romance, Zooey Deschanel, 2009"
69844,Harry Potter and the Half-Blood Prince (2009),"Adventure, Fantasy, Mystery, Romance, IMAX","adventure, fantasy, mystery, romance, imax, 2009"
70286,District 9 (2009),"Mystery, Sci-Fi, Thriller","mystery, sci-fi, thriller, intelligent sci-fi, 2009"
71535,Zombieland (2009),"Action, Comedy, Horror","action, comedy, horror, Bill Murray, dark comedy, Emma Stone, funny, Jesse Eisenberg, Woody Harrelson, 2009"
72011,Up in the Air (2009),"Drama, Romance","drama, romance, 2009"
72641,"Blind Side, The  (2009)",Drama,"drama, 2009"
72998,Avatar (2009),"Action, Adventure, Sci-Fi, IMAX","action, adventure, sci-fi, imax, bad science, futuristic, graphic design, James Cameron, military, poor dialogue, sci-fi, superficial plot, unoriginal, white guilt, beautiful scenery, graphic design, music, politics, romance, thought-provoking, too long, visually stunning, 2009"
73017,Sherlock Holmes (2009),"Action, Crime, Mystery, Thriller","action, crime, mystery, thriller, 2009"
74458,Shutter Island (2010),"Drama, Mystery, Thriller","drama, mystery, thriller, insanity, Leonardo DiCaprio, Martin Scorsese, plot twist, psychological, Psychological Thriller, thought-provoking, 2010"
74789,Alice in Wonderland (2010),"Adventure, Fantasy, IMAX","adventure, fantasy, imax, 2010"
76093,How to Train Your Dragon (2010),"Adventure, Animation, Children, Fantasy, IMAX","adventure, animation, children, fantasy, imax, 2010"
76251,Kick-Ass (2010),"Action, Comedy","action, comedy, 2010"
77561,Iron Man 2 (2010),"Action, Adventure, Sci-Fi, Thriller, IMAX","action, adventure, sci-fi, thriller, imax, 2010"
78499,Toy Story 3 (2010),"Adventure, Animation, Children, Comedy, Fantasy, IMAX","adventure, animation, children, comedy, fantasy, imax, 2010"
79091,Despicable Me (2010),"Animation, Children, Comedy, Crime","animation, children, comedy, crime, 2010"
79132,Inception (2010),"Action, Crime, Drama, Mystery, Sci-Fi, Thriller, IMAX","action, crime, drama, mystery, sci-fi, thriller, imax, action, alternate reality, Leonardo DiCaprio, sci-fi, thought-provoking, visually appealing, dreamlike, surreal, visually appealing, big budget, clever, complicated, dead wife, great soundtrack, heist, intellectual, mindfuck, philosophy, psychological, psychology, suspense, thought-provoking, cerebral, dreamlike, philosophy, thought-provoking, 2010"
79702,Scott Pilgrim vs. the World (2010),"Action, Comedy, Fantasy, Musical, Romance","action, comedy, fantasy, musical, romance, geeky, Michael Cera, stylized, video games, 2010"
80463,"Social Network, The (2010)",Drama,"drama, good dialogue, loneliness, witty, 2010"
80549,Easy A (2010),"Comedy, Romance","comedy, romance, 2010"
81591,Black Swan (2010),"Drama, Thriller","drama, thriller, alter ego, atmospheric, creepy, horror, obsession, surreal, 2010"
81834,Harry Potter and the Deathly Hallows: Part 1 (2010),"Action, Adventure, Fantasy, IMAX","action, adventure, fantasy, imax, 2010"
81845,"King's Speech, The (2010)",Drama,"drama, 2010"
82459,True Grit (2010),Western,"western, atmospheric, Coen Brothers, Jeff Bridges, Matt Damon, predictable, 2010"
84152,Limitless (2011),"Sci-Fi, Thriller","sci-fi, thriller, 2011"
85414,Source Code (2011),"Action, Drama, Mystery, Sci-Fi, Thriller","action, drama, mystery, sci-fi, thriller, 2011"
86332,Thor (2011),"Action, Adventure, Drama, Fantasy, IMAX","action, adventure, drama, fantasy, imax, 2011"
86882,Midnight in Paris (2011),"Comedy, Fantasy, Romance","comedy, fantasy, romance, 2011"
87232,X-Men: First Class (2011),"Action, Adventure, Sci-Fi, Thriller, War","action, adventure, sci-fi, thriller, war, 2011"
88125,Harry Potter and the Deathly Hallows: Part 2 (2011),"Action, Adventure, Drama, Fantasy, Mystery, IMAX","action, adventure, drama, fantasy, mystery, imax, 2011"
88129,Drive (2011),"Crime, Drama, Film-Noir, Thriller","crime, drama, film-noir, thriller, 2011"
88140,Captain America: The First Avenger (2011),"Action, Adventure, Sci-Fi, Thriller, War","action, adventure, sci-fi, thriller, war, 2011"
88163,"Crazy, Stupid, Love. (2011)","Comedy, Drama, Romance","comedy, drama, romance, 2011"
88744,Rise of the Planet of the Apes (2011),"Action, Drama, Sci-Fi, Thriller","action, drama, sci-fi, thriller, 2011"
89492,Moneyball (2011),Drama,"drama, 2011"
89745,"Avengers, The (2012)","Action, Adventure, Sci-Fi, IMAX","action, adventure, sci-fi, imax, Captain America, silly, superhero, superhero team, fun, great humor, visually appealing, 2012"
91500,The Hunger Games (2012),"Action, Adventure, Drama, Sci-Fi, Thriller","action, adventure, drama, sci-fi, thriller, ending, 2012"
91529,"Dark Knight Rises, The (2012)","Action, Adventure, Crime, IMAX","action, adventure, crime, imax, Anne Hathaway, Christian Bale, Christopher Nolan, comic book, great ending, Morgan Freeman, political commentary, superhero, 2012"
91542,Sherlock Holmes: A Game of Shadows (2011),"Action, Adventure, Comedy, Crime, Mystery, Thriller","action, adventure, comedy, crime, mystery, thriller, 2011"
91658,"Girl with the Dragon Tattoo, The (2011)","Drama, Thriller","drama, thriller, 2011"
92259,Intouchables (2011),"Comedy, Drama","comedy, drama, emotional, sexuality, 2011"
93510,21 Jump Street (2012),"Action, Comedy, Crime","action, comedy, crime, 2012"
94864,Prometheus (2012),"Action, Horror, Sci-Fi, IMAX","action, horror, sci-fi, imax, 2012"
94959,Moonrise Kingdom (2012),"Comedy, Drama, Romance","comedy, drama, romance, quirky, 2012"
95167,Brave (2012),"Action, Adventure, Animation, Children","action, adventure, animation, children, 2012"
95510,"Amazing Spider-Man, The (2012)","Action, Adventure, Sci-Fi, IMAX","action, adventure, sci-fi, imax, 2012"
96079,Skyfall (2012),"Action, Adventure, Thriller, IMAX","action, adventure, thriller, imax, beautiful cinematography, beautifully filmed, cinematography, 2012"
96610,Looper (2012),"Action, Crime, Sci-Fi","action, crime, sci-fi, 2012"
97304,Argo (2012),"Drama, Thriller","drama, thriller, cia, politics, Thrilling, 2012"
97921,Silver Linings Playbook (2012),"Comedy, Drama","comedy, drama, 2012"
97938,Life of Pi (2012),"Adventure, Drama, IMAX","adventure, drama, imax, cinematography, India, surreal, 2012"
98809,"Hobbit: An Unexpected Journey, The (2012)","Adventure, Fantasy, IMAX","adventure, fantasy, imax, Action, Myth, 2012"
99114,Django Unchained (2012),"Action, Drama, Western","action, drama, western, action, Christoph Waltz, funny, good soundtrack, Great performances, Humour, Leonardo DiCaprio, Quentin Tarantino, Samuel L. Jackson, Soundtrack, western, Soundtrack, 2012"
102125,Iron Man 3 (2013),"Action, Sci-Fi, Thriller, IMAX","action, sci-fi, thriller, imax, 2013"
102445,Star Trek Into Darkness (2013),"Action, Adventure, Sci-Fi, IMAX","action, adventure, sci-fi, imax, 2013"
104841,Gravity (2013),"Action, Sci-Fi, IMAX","action, sci-fi, imax, cliche characters, long shots, predictable, Simple, slow action, visually appealing, 2013"
106487,The Hunger Games: Catching Fire (2013),"Action, Adventure, Sci-Fi, IMAX","action, adventure, sci-fi, imax, 2013"
106489,"Hobbit: The Desolation of Smaug, The (2013)","Adventure, Fantasy, IMAX","adventure, fantasy, imax, adventure, fantasy, Tolkien, too long, 2013"
106696,Frozen (2013),"Adventure, Animation, Comedy, Fantasy, Musical, Romance","adventure, animation, comedy, fantasy, musical, romance, 2013"
106782,"Wolf of Wall Street, The (2013)","Comedy, Crime, Drama","comedy, crime, drama, drugs, Leonardo DiCaprio, Martin Scorsese, Stock Market, Wall Street, 2013"
106920,Her (2013),"Drama, Romance, Sci-Fi","drama, romance, sci-fi, 2013"
108932,The Lego Movie (2014),"Action, Adventure, Animation, Children, Comedy, Fantasy","action, adventure, animation, children, comedy, fantasy, cheeky, clever, colorful, feel-good, fun, imaginative, quirky, 2014"
109374,"Grand Budapest Hotel, The (2014)","Comedy, Drama","comedy, drama, 2014"
109487,Interstellar (2014),"Sci-Fi, IMAX","sci-fi, imax, black hole, sci-fi, time-travel, Christopher Nolan, sci-fi, time-travel, bad dialogue, philosophical issues, thought-provoking, visually appealing, 2014"
110102,Captain America: The Winter Soldier (2014),"Action, Adventure, Sci-Fi, IMAX","action, adventure, sci-fi, imax, 2014"
